Date,AUD,EUR,CAD,GBP,CHF
2014-10-20,1.1382,0.7823,1.1276,0.6197,0.9438
2014-10-21,1.1368,0.7859,1.1219,0.6198,0.9482
2014-10-22,1.1373,0.79,1.1218,0.6223,0.953
2014-10-23,1.1399,0.79,1.1236,0.6236,0.9535
2014-10-24,1.1348,0.789,1.1211,0.6212,0.9514
2014-10-27,1.1365,0.7867,1.1247,0.6198,0.9484
2014-10-28,1.1302,0.7845,1.1176,0.6189,0.9463
2014-10-29,1.1231,0.7836,1.1135,0.6192,0.9452
2014-10-30,1.1331,0.7923,1.1191,0.6241,0.9552
2014-10-31,1.1375,0.7981,1.1272,0.625,0.9623
2014-11-03,1.1493,0.8008,1.1319,0.6255,0.9655
2014-11-04,1.1456,0.7966,1.1396,0.6254,0.9596
2014-11-05,1.1639,0.8008,1.1377,0.6256,0.964
2014-11-06,1.1655,0.8055,1.1423,0.6304,0.9702
2014-11-07,1.1601,0.805,1.136,0.6312,0.9684
2014-11-10,1.1594,0.8048,1.1344,0.6306,0.9678
2014-11-12,1.1448,0.8028,1.1284,0.6323,0.965
2014-11-13,1.1455,0.8015,1.1349,0.6363,0.9634
2014-11-14,1.1446,0.8004,1.1294,0.6387,0.9616
2014-11-17,1.1471,0.8034,1.1308,0.6392,0.9653
2014-11-18,1.146,0.7978,1.1305,0.6391,0.9583
2014-11-19,1.1597,0.7969,1.1349,0.6382,0.9572
2014-11-20,1.1614,0.7983,1.1311,0.6376,0.9596
2014-11-21,1.1529,0.8068,1.1237,0.6381,0.9696
2014-11-24,1.1608,0.8047,1.1279,0.6369,0.9676
2014-11-25,1.1737,0.8018,1.126,0.6364,0.9645
2014-11-26,1.1718,0.7998,1.1236,0.6334,0.9614
2014-11-28,1.1732,0.804,1.1426,0.6395,0.9658
2014-12-01,1.1736,0.8006,1.1343,0.6352,0.9631
2014-12-02,1.1825,0.8071,1.1397,0.6389,0.972
2014-12-03,1.1881,0.8127,1.1359,0.6369,0.9779
2014-12-04,1.1898,0.8044,1.1374,0.6367,0.9674
2014-12-05,1.2005,0.8127,1.1423,0.641,0.9772
2014-12-08,1.2054,0.8135,1.1473,0.64,0.9778
2014-12-09,1.1989,0.8055,1.1422,0.6372,0.968
2014-12-10,1.2041,0.8048,1.1479,0.6374,0.968
2014-12-11,1.2099,0.8066,1.1534,0.6365,0.9688
2014-12-12,1.2095,0.801,1.1538,0.6358,0.962
2014-12-15,1.2148,0.8019,1.1629,0.6384,0.9632
2014-12-16,1.2165,0.7997,1.1624,0.6355,0.9604
2014-12-17,1.2235,0.8061,1.1629,0.6389,0.9679
2014-12-18,1.2243,0.8136,1.1594,0.6385,0.9794
2014-12-19,1.2303,0.8173,1.1626,0.6407,0.9832
2014-12-22,1.2284,0.8162,1.1644,0.6403,0.982
2014-12-23,1.235,0.821,1.1626,0.6445,0.9872
2014-12-24,1.2332,0.8205,1.1621,0.6431,0.9865
2014-12-29,1.2276,0.8211,1.1631,0.6442,0.9878
2014-12-30,1.2197,0.8214,1.1597,0.6421,0.988
2014-12-31,1.2235,0.8264,1.1601,0.6419,0.9934
2015-01-02,1.2318,0.8323,1.1725,0.651,1.0004
2015-01-05,1.2353,0.8391,1.1785,0.6564,1.0079
2015-01-06,1.2318,0.8378,1.1802,0.659,1.0062
2015-01-07,1.2424,0.846,1.1851,0.6634,1.016
2015-01-08,1.2306,0.8467,1.1812,0.6615,1.0169
2015-01-09,1.2209,0.8453,1.1857,0.66,1.0151
2015-01-12,1.2247,0.8452,1.1929,0.6593,1.015
2015-01-13,1.2249,0.849,1.1947,0.6594,1.0195
2015-01-14,1.225,0.847,1.1957,0.6564,1.0172
2015-01-15,1.2177,0.8622,1.1932,0.6596,0.893
2015-01-16,1.2204,0.8683,1.1986,0.6609,0.8488
2015-01-20,1.2229,0.8651,1.2085,0.6595,0.8751
2015-01-21,1.2344,0.8633,1.2377,0.6615,0.8596
2015-01-22,1.2347,0.8761,1.237,0.6644,0.8678
2015-01-23,1.2602,0.8866,1.24,0.6657,0.876
2015-01-26,1.2604,0.8857,1.2409,0.6628,0.8988
2015-01-27,1.2596,0.8795,1.2402,0.6581,0.9042
2015-01-28,1.2542,0.8817,1.2452,0.6594,0.9055
2015-01-29,1.289,0.8843,1.2644,0.6648,0.9226
2015-01-30,1.2883,0.8857,1.2716,0.6655,0.921
2015-02-02,1.2791,0.8821,1.2577,0.6655,0.9262
2015-02-03,1.2925,0.8724,1.2452,0.661,0.9234
2015-02-04,1.2885,0.8758,1.255,0.6575,0.9238
2015-02-05,1.2816,0.8747,1.2419,0.6539,0.9248
2015-02-06,1.2809,0.8826,1.2524,0.6559,0.9228
2015-02-09,1.2799,0.8837,1.2448,0.6572,0.9258
2015-02-10,1.2852,0.8837,1.2528,0.6557,0.9263
2015-02-11,1.2965,0.885,1.2635,0.6565,0.9288
2015-02-12,1.2882,0.8764,1.2464,0.6502,0.9283
2015-02-13,1.2867,0.8766,1.2449,0.6496,0.9308
2015-02-17,1.2794,0.8776,1.2401,0.6515,0.9346
2015-02-18,1.2857,0.8817,1.2456,0.6481,0.9446
2015-02-19,1.2804,0.8778,1.2484,0.6472,0.9472
2015-02-20,1.2767,0.8794,1.2503,0.65,0.9419
2015-02-23,1.2809,0.8814,1.2577,0.6466,0.9494
2015-02-24,1.2807,0.8844,1.2601,0.6479,0.9516
2015-02-25,1.2661,0.88,1.2418,0.6452,0.9496
2015-02-26,1.2794,0.8919,1.249,0.6483,0.954
2015-02-27,1.2804,0.8931,1.2506,0.6477,0.9513
2015-03-02,1.2853,0.8937,1.2535,0.6506,0.9553
2015-03-03,1.2755,0.8919,1.245,0.6497,0.959
2015-03-04,1.2786,0.9033,1.2439,0.6551,0.964
2015-03-05,1.2882,0.9086,1.2482,0.6566,0.9736
2015-03-06,1.2967,0.9212,1.2615,0.6639,0.9846
2015-03-09,1.296,0.922,1.2598,0.6624,0.9873
2015-03-10,1.3094,0.934,1.2633,0.6629,0.9996
2015-03-11,1.3189,0.9455,1.2763,0.6691,1.0074
2015-03-12,1.2979,0.9421,1.2692,0.6708,1.0034
2015-03-13,1.3104,0.9502,1.2803,0.6777,1.0047
2015-03-16,1.3062,0.9456,1.2763,0.6757,1.0074
2015-03-17,1.3132,0.943,1.2769,0.6782,1.004
2015-03-18,1.3067,0.9396,1.2771,0.6809,0.9952
2015-03-19,1.3127,0.9415,1.2743,0.6789,0.9921
2015-03-20,1.2888,0.9266,1.2593,0.6701,0.9766
2015-03-23,1.2742,0.9151,1.2515,0.6695,0.9668
2015-03-24,1.2708,0.9168,1.251,0.6725,0.9586
2015-03-25,1.2729,0.9102,1.2513,0.6705,0.9574
2015-03-26,1.2762,0.9158,1.2469,0.6737,0.9614
2015-03-27,1.2897,0.9182,1.2579,0.6721,0.9586
2015-03-30,1.308,0.9244,1.2687,0.676,0.9678
2015-03-31,1.3115,0.931,1.2681,0.6734,0.9712
2015-04-01,1.3132,0.9287,1.261,0.6746,0.9671
2015-04-02,1.3217,0.9196,1.2584,0.6738,0.9578
2015-04-03,1.308,0.9099,1.2465,0.6704,0.9504
2015-04-06,1.306,0.9084,1.245,0.6685,0.9524
2015-04-07,1.3079,0.9217,1.2488,0.6731,0.964
2015-04-08,1.2962,0.9244,1.2508,0.6701,0.9634
2015-04-09,1.2977,0.9371,1.258,0.6785,0.9754
2015-04-10,1.3031,0.9436,1.2596,0.6827,0.9807
2015-04-13,1.3194,0.945,1.2603,0.6822,0.978
2015-04-14,1.3092,0.937,1.2476,0.6761,0.9712
2015-04-15,1.3141,0.9438,1.2378,0.6765,0.9721
2015-04-16,1.2827,0.9309,1.2206,0.6701,0.9584
2015-04-17,1.286,0.9276,1.2225,0.6693,0.9528
2015-04-20,1.2942,0.9291,1.2203,0.6706,0.9543
2015-04-21,1.2918,0.9295,1.2274,0.6692,0.9528
2015-04-22,1.2868,0.9321,1.225,0.6655,0.9662
2015-04-23,1.285,0.9257,1.2148,0.6646,0.955
2015-04-24,1.278,0.9195,1.2168,0.6589,0.9533
2015-04-27,1.2724,0.9181,1.2106,0.6564,0.9534
2015-04-28,1.2473,0.9108,1.2021,0.6524,0.9538
2015-04-29,1.2399,0.8949,1.1955,0.6458,0.9358
2015-04-30,1.2711,0.8959,1.2116,0.6524,0.941
2015-05-01,1.2799,0.8933,1.2191,0.6606,0.934
2015-05-04,1.2757,0.8973,1.2108,0.6615,0.9357
2015-05-05,1.2593,0.8949,1.2038,0.6588,0.9262
2015-05-06,1.2492,0.8814,1.2007,0.656,0.915
2015-05-07,1.2636,0.8863,1.2139,0.6569,0.9196
2015-05-08,1.2636,0.8896,1.2086,0.647,0.9274
2015-05-11,1.266,0.8975,1.2107,0.6413,0.9344
2015-05-12,1.2517,0.8897,1.1987,0.6376,0.9266
2015-05-13,1.2318,0.8794,1.195,0.635,0.9162
2015-05-14,1.2373,0.8797,1.1991,0.6343,0.9146
2015-05-15,1.2418,0.875,1.2009,0.634,0.9174
2015-05-18,1.2498,0.8807,1.215,0.6378,0.923
2015-05-19,1.2629,0.8968,1.2213,0.6442,0.9367
2015-05-20,1.2695,0.9026,1.2212,0.6433,0.9395
2015-05-21,1.2677,0.8988,1.2201,0.6381,0.9346
2015-05-22,1.2775,0.9064,1.2288,0.6458,0.9428
2015-05-26,1.2923,0.9195,1.2428,0.6494,0.9503
2015-05-27,1.2967,0.9184,1.2483,0.6526,0.9508
2015-05-28,1.3104,0.9163,1.2474,0.654,0.9458
2015-05-29,1.3057,0.9096,1.2466,0.6542,0.9404
2015-06-01,1.3135,0.9163,1.2547,0.6585,0.9467
2015-06-02,1.2907,0.8985,1.2425,0.6523,0.9343
2015-06-03,1.2816,0.8861,1.2437,0.6514,0.9336
2015-06-04,1.3033,0.8872,1.2477,0.6507,0.9342
2015-06-05,1.312,0.9003,1.2488,0.655,0.9436
2015-06-08,1.3072,0.8903,1.2435,0.6545,0.9332
2015-06-09,1.3012,0.8862,1.2316,0.6501,0.9295
2015-06-10,1.2905,0.8844,1.2267,0.6439,0.9292
2015-06-11,1.2943,0.89,1.2314,0.6455,0.9364
2015-06-12,1.2917,0.8867,1.2306,0.6416,0.926
2015-06-15,1.2875,0.8876,1.2321,0.6422,0.9351
2015-06-16,1.2898,0.8898,1.2328,0.6395,0.9325
2015-06-17,1.3043,0.8894,1.2307,0.6366,0.9272
2015-06-18,1.277,0.8769,1.2206,0.6296,0.9196
2015-06-19,1.289,0.8822,1.2273,0.6297,0.9206
2015-06-22,1.2912,0.8789,1.2286,0.632,0.9188
2015-06-23,1.2922,0.8937,1.2326,0.6349,0.9336
2015-06-24,1.3006,0.8946,1.2413,0.6377,0.936
2015-06-25,1.2918,0.8932,1.2346,0.6358,0.9375
2015-06-26,1.3072,0.8964,1.2358,0.6354,0.9351
2015-06-29,1.3026,0.8945,1.238,0.6344,0.928
2015-06-30,1.298,0.8965,1.2473,0.6358,0.9346
2015-07-01,1.3048,0.9022,1.2559,0.6403,0.9456
2015-07-02,1.3106,0.9017,1.2566,0.6405,0.9436
2015-07-06,1.3296,0.9029,1.2623,0.6402,0.9432
2015-07-07,1.345,0.9131,1.2742,0.6475,0.9482
2015-07-08,1.3432,0.9032,1.2724,0.6513,0.9458
2015-07-09,1.3444,0.907,1.2727,0.6504,0.9495
2015-07-10,1.3464,0.8969,1.2713,0.645,0.9411
2015-07-13,1.3501,0.9074,1.2762,0.6444,0.9492
2015-07-14,1.3423,0.9079,1.2746,0.6417,0.9459
2015-07-15,1.3576,0.912,1.2935,0.6402,0.9521
2015-07-16,1.3459,0.9176,1.2938,0.641,0.9562
2015-07-17,1.3567,0.9218,1.2997,0.64,0.9608
2015-07-20,1.355,0.9217,1.2982,0.6416,0.963
2015-07-21,1.3461,0.9152,1.2958,0.6431,0.959
2015-07-22,1.3572,0.9188,1.3023,0.6403,0.9613
2015-07-23,1.3559,0.9111,1.303,0.6438,0.9581
2015-07-24,1.3738,0.9111,1.3059,0.6446,0.962
2015-07-27,1.3691,0.8999,1.3008,0.6412,0.9597
2015-07-28,1.3652,0.9046,1.2933,0.6403,0.9638
2015-07-29,1.3686,0.9069,1.2893,0.64,0.963
2015-07-30,1.374,0.9163,1.3024,0.6418,0.9696
2015-07-31,1.3639,0.9068,1.3047,0.6396,0.9636
2015-08-03,1.3742,0.9122,1.3141,0.6409,0.9682
2015-08-04,1.3479,0.913,1.3124,0.6405,0.9732
2015-08-05,1.3613,0.9201,1.3181,0.6409,0.981
2015-08-06,1.3618,0.9156,1.3152,0.6443,0.9808
2015-08-07,1.3526,0.9126,1.3122,0.6465,0.9824
2015-08-10,1.3506,0.9096,1.3056,0.6433,0.9848
2015-08-11,1.3721,0.9056,1.3149,0.6422,0.9869
2015-08-12,1.3559,0.893,1.2973,0.6394,0.9691
2015-08-13,1.3585,0.8973,1.3078,0.6412,0.976
2015-08-14,1.3557,0.9001,1.3075,0.64,0.978
2015-08-17,1.3539,0.9027,1.309,0.6411,0.977
2015-08-18,1.3635,0.9068,1.3075,0.6387,0.9764
2015-08-19,1.3669,0.9041,1.3165,0.6392,0.9702
2015-08-20,1.3592,0.8929,1.3075,0.6374,0.9621
2015-08-21,1.3618,0.8806,1.3146,0.637,0.9488
2015-08-24,1.3885,0.8636,1.321,0.6357,0.9347
2015-08-25,1.3922,0.8764,1.3295,0.637,0.9488
2015-08-26,1.411,0.878,1.3301,0.6455,0.9472
2015-08-27,1.393,0.8898,1.3193,0.6489,0.9631
2015-08-28,1.4027,0.8951,1.3268,0.651,0.9622
2015-08-31,1.4085,0.8933,1.3223,0.6509,0.9681
2015-09-01,1.4213,0.8879,1.318,0.6518,0.9622
2015-09-02,1.4263,0.8895,1.3308,0.6532,0.969
2015-09-03,1.4235,0.9006,1.32,0.6556,0.9764
2015-09-04,1.4457,0.8995,1.3272,0.6581,0.9754
2015-09-08,1.4239,0.8943,1.3193,0.6502,0.978
2015-09-09,1.4237,0.8957,1.3221,0.6509,0.9767
2015-09-10,1.4112,0.8879,1.3218,0.647,0.9735
2015-09-11,1.4136,0.882,1.3274,0.6483,0.9735
2015-09-14,1.4011,0.8844,1.3265,0.6484,0.9687
2015-09-15,1.41,0.8881,1.3261,0.6514,0.9755
2015-09-16,1.3916,0.8846,1.318,0.6452,0.9688
2015-09-17,1.3992,0.884,1.3186,0.6448,0.971
2015-09-18,1.3847,0.8804,1.3146,0.6421,0.9614
2015-09-21,1.4035,0.8925,1.3249,0.6449,0.9702
2015-09-22,1.4128,0.8982,1.3276,0.6512,0.9733
2015-09-23,1.4278,0.8961,1.3313,0.656,0.978
2015-09-24,1.429,0.8887,1.3348,0.6556,0.973
2015-09-25,1.4257,0.8935,1.3322,0.6591,0.976
2015-09-28,1.4276,0.89,1.336,0.6575,0.9735
2015-09-29,1.4271,0.8892,1.3414,0.6593,0.971
2015-09-30,1.4245,0.8959,1.3396,0.6616,0.9773
2015-10-01,1.4196,0.8929,1.324,0.6595,0.9744
2015-10-02,1.4235,0.8868,1.3213,0.6572,0.9684
2015-10-05,1.4108,0.8929,1.3084,0.6594,0.9746
2015-10-06,1.4,0.8876,1.3056,0.6567,0.9678
2015-10-07,1.3864,0.889,1.3038,0.653,0.9716
2015-10-08,1.3841,0.8864,1.3017,0.6529,0.9674
2015-10-09,1.3646,0.88,1.2945,0.653,0.9615
2015-10-13,1.3731,0.8786,1.2984,0.6561,0.9594
2015-10-14,1.3782,0.8744,1.2983,0.6475,0.9517
2015-10-15,1.3669,0.8758,1.2901,0.6462,0.9489
2015-10-16,1.3772,0.8803,1.2932,0.6476,0.9536
2015-10-19,1.3785,0.8834,1.2999,0.6464,0.956
2015-10-20,1.3782,0.8804,1.2974,0.6464,0.954
2015-10-21,1.3839,0.8814,1.3117,0.6467,0.957
2015-10-22,1.385,0.8977,1.3087,0.6494,0.971
2015-10-23,1.386,0.9078,1.3171,0.6519,0.9769
2015-10-26,1.377,0.9049,1.3134,0.651,0.9815
2015-10-27,1.3826,0.9048,1.3242,0.6531,0.9848
2015-10-28,1.4,0.9037,1.3149,0.6528,0.9848
2015-10-29,1.4122,0.9122,1.3169,0.6538,0.9915
2015-10-30,1.4019,0.9056,1.3082,0.6475,0.9858
2015-11-02,1.4004,0.9069,1.3093,0.6482,0.9853
2015-11-03,1.3941,0.9136,1.3107,0.6492,0.9922
2015-11-04,1.399,0.9207,1.3164,0.6503,0.9933
2015-11-05,1.399,0.92,1.3162,0.6563,0.9964
2015-11-06,1.4217,0.9306,1.3307,0.6635,1.0048
2015-11-09,1.4192,0.9288,1.3274,0.6612,1.0017
2015-11-10,1.4225,0.9358,1.3258,0.6618,1.0076
2015-11-12,1.4053,0.9287,1.3309,0.6576,1.0014
2015-11-13,1.4049,0.9327,1.3332,0.6575,1.0088
2015-11-16,1.4114,0.9339,1.3352,0.6577,1.0079
2015-11-17,1.4055,0.9404,1.3324,0.6573,1.0169
2015-11-18,1.4128,0.94,1.3351,0.6575,1.0198
2015-11-19,1.3873,0.9306,1.3266,0.6524,1.014
2015-11-20,1.3826,0.9381,1.3337,0.6579,1.0183
2015-11-23,1.3912,0.9432,1.3358,0.6612,1.0205
2015-11-24,1.381,0.9388,1.3308,0.6641,1.0161
2015-11-25,1.3801,0.942,1.3298,0.6619,1.022
2015-11-27,1.3904,0.9438,1.336,0.6649,1.0305
2015-11-30,1.3822,0.9468,1.3332,0.6647,1.0282
2015-12-01,1.3661,0.9416,1.3372,0.6634,1.0296
2015-12-02,1.3682,0.9458,1.3357,0.6699,1.0274
2015-12-03,1.368,0.9173,1.3393,0.6628,0.9996
2015-12-04,1.3613,0.9188,1.3364,0.6623,0.9986
2015-12-07,1.3759,0.9225,1.3508,0.6633,1.0026
2015-12-08,1.3868,0.9195,1.3594,0.6667,0.994
2015-12-09,1.3881,0.9104,1.3595,0.6593,0.9866
2015-12-10,1.3701,0.9134,1.3598,0.6589,0.9888
2015-12-11,1.3862,0.9089,1.3695,0.6573,0.9828
2015-12-14,1.3778,0.907,1.3732,0.6609,0.9823
2015-12-15,1.3935,0.9165,1.3729,0.6647,0.9921
2015-12-16,1.3875,0.9143,1.3805,0.6661,0.9852
2015-12-17,1.4085,0.9256,1.397,0.6722,0.9987
2015-12-18,1.3895,0.9219,1.3876,0.6705,0.994
2015-12-21,1.3943,0.9158,1.3989,0.6709,0.9912
2015-12-22,1.3829,0.9109,1.3929,0.6752,0.9866
2015-12-23,1.3848,0.9195,1.386,0.6728,0.9938
2015-12-24,1.3757,0.9128,1.3847,0.6692,0.9872
2015-12-28,1.377,0.9105,1.3893,0.6719,0.9878
2015-12-29,1.3712,0.9161,1.3848,0.6759,0.9924
2015-12-30,1.3729,0.9164,1.3883,0.6742,0.989
2015-12-31,1.3725,0.9209,1.3839,0.6782,1.0017
2016-01-04,1.3955,0.9257,1.397,0.6809,1.0042
2016-01-05,1.3984,0.9308,1.3991,0.6819,1.0096
2016-01-06,1.4144,0.9292,1.4084,0.6837,1.0084
2016-01-07,1.4235,0.9208,1.4061,0.6859,1.0018
2016-01-08,1.4335,0.9187,1.415,0.6886,0.9972
2016-01-11,1.4302,0.9193,1.4203,0.6866,1
2016-01-12,1.4337,0.9228,1.4293,0.6943,1.003
2016-01-13,1.4294,0.9206,1.4294,0.6911,1.0064
2016-01-14,1.4327,0.9206,1.4374,0.694,1.0072
2016-01-15,1.4569,0.9121,1.4531,0.6998,0.9984
2016-01-19,1.4432,0.9169,1.4513,0.7057,1.0032
2016-01-20,1.4588,0.9168,1.4592,0.7059,1.0032
2016-01-21,1.428,0.9231,1.4244,0.7043,1.0112
2016-01-22,1.4257,0.9247,1.4153,0.6989,1.0148
2016-01-25,1.4347,0.9232,1.4248,0.702,1.0148
2016-01-26,1.4276,0.922,1.4062,0.6973,1.0189
2016-01-27,1.4136,0.9202,1.404,0.7012,1.0176
2016-01-28,1.4114,0.9131,1.4077,0.6968,1.0134
2016-01-29,1.4142,0.9232,1.4074,0.705,1.0226
2016-02-01,1.4116,0.9184,1.4005,0.696,1.0202
2016-02-02,1.4168,0.9168,1.4039,0.6945,1.0181
2016-02-03,1.4017,0.9049,1.3843,0.6861,1.007
2016-02-04,1.3858,0.8929,1.3724,0.6859,0.9926
2016-02-05,1.4116,0.8984,1.3875,0.6912,0.9938
2016-02-08,1.4079,0.8953,1.3921,0.6937,0.9885
2016-02-09,1.4154,0.885,1.386,0.6909,0.972
2016-02-10,1.4106,0.8911,1.3969,0.6909,0.9779
2016-02-11,1.4092,0.8801,1.3933,0.6921,0.9706
2016-02-12,1.4088,0.8901,1.3834,0.6916,0.9768
2016-02-16,1.4079,0.8977,1.3857,0.6998,0.9884
2016-02-17,1.3951,0.8977,1.3682,0.6985,0.9926
2016-02-18,1.3986,0.9016,1.3718,0.6977,0.994
2016-02-19,1.4035,0.8987,1.3798,0.6972,0.9893
2016-02-22,1.3816,0.9076,1.3684,0.7064,0.9986
2016-02-23,1.3872,0.9078,1.3791,0.7123,0.992
2016-02-24,1.3933,0.9074,1.3765,0.7178,0.986
2016-02-25,1.3873,0.9069,1.3572,0.7175,0.9894
2016-02-26,1.4025,0.9147,1.3546,0.7211,0.9967
2016-02-29,1.3982,0.9201,1.3522,0.7181,0.996
2016-03-01,1.3943,0.9219,1.3404,0.7169,0.9994
2016-03-02,1.3759,0.9221,1.3466,0.7113,0.9981
2016-03-03,1.3587,0.9134,1.3405,0.7066,0.992
2016-03-04,1.3468,0.9083,1.3337,0.7029,0.9926
2016-03-07,1.3392,0.9088,1.33,0.7015,0.9969
2016-03-08,1.3421,0.9068,1.3388,0.703,0.9939
2016-03-09,1.3284,0.9073,1.3233,0.7024,0.9957
2016-03-10,1.3434,0.8959,1.3372,0.699,0.9857
2016-03-11,1.3207,0.8945,1.3211,0.6932,0.9813
2016-03-14,1.3307,0.9003,1.3291,0.6981,0.986
2016-03-15,1.3396,0.8999,1.3355,0.7059,0.9852
2016-03-16,1.345,0.9029,1.3364,0.7092,0.9879
2016-03-17,1.3094,0.8837,1.2982,0.6901,0.968
2016-03-18,1.3127,0.8856,1.298,0.689,0.9682
2016-03-21,1.3168,0.8881,1.3067,0.6943,0.9678
2016-03-22,1.3115,0.8906,1.3051,0.7034,0.9705
2016-03-23,1.3275,0.8949,1.3199,0.7087,0.9731
2016-03-24,1.3305,0.8958,1.327,0.7071,0.9766
2016-03-25,1.3301,0.8957,1.3264,0.7077,0.978
2016-03-28,1.3247,0.8921,1.3184,0.7018,0.9732
2016-03-29,1.3215,0.8925,1.3153,0.7002,0.9744
2016-03-30,1.3043,0.8826,1.2962,0.6949,0.9636
2016-03-31,1.3026,0.878,1.2969,0.6954,0.9583
2016-04-01,1.3034,0.8783,1.3047,0.704,0.9588
2016-04-04,1.3134,0.8783,1.3037,0.7003,0.9597
2016-04-05,1.33,0.8792,1.3175,0.7068,0.9572
2016-04-06,1.3135,0.8749,1.3073,0.7061,0.9537
2016-04-07,1.3326,0.8783,1.3163,0.7101,0.9552
2016-04-08,1.3238,0.8767,1.2994,0.709,0.9536
2016-04-11,1.316,0.8763,1.2912,0.7022,0.9538
2016-04-12,1.3057,0.8776,1.28,0.702,0.9546
2016-04-13,1.3074,0.8864,1.2789,0.7031,0.9651
2016-04-14,1.2979,0.8879,1.2835,0.7068,0.9667
2016-04-15,1.2958,0.8853,1.2857,0.7034,0.967
2016-04-18,1.291,0.8832,1.2815,0.7005,0.9636
2016-04-19,1.2811,0.8791,1.2654,0.6946,0.9599
2016-04-20,1.2793,0.8826,1.2623,0.6957,0.9671
2016-04-21,1.289,0.8849,1.2713,0.6974,0.9722
2016-04-22,1.2965,0.8898,1.2672,0.6949,0.9774
2016-04-25,1.2958,0.887,1.2678,0.69,0.9742
2016-04-26,1.2918,0.8835,1.2614,0.6844,0.9713
2016-04-27,1.3168,0.8832,1.2637,0.6871,0.971
2016-04-28,1.3098,0.883,1.2544,0.6858,0.9687
2016-04-29,1.3137,0.874,1.2549,0.6838,0.9598
2016-05-02,1.3087,0.8684,1.2544,0.6818,0.9556
2016-05-03,1.3348,0.869,1.2686,0.6876,0.9541
2016-05-04,1.3416,0.8706,1.2882,0.6908,0.9574
2016-05-05,1.3396,0.8769,1.2855,0.6903,0.9686
2016-05-06,1.3591,0.8756,1.292,0.6926,0.9697
2016-05-09,1.3656,0.877,1.2994,0.694,0.9698
2016-05-10,1.3604,0.8783,1.2957,0.6919,0.9746
2016-05-11,1.3517,0.8738,1.2834,0.6906,0.9699
2016-05-12,1.3672,0.8787,1.2857,0.6919,0.9693
2016-05-13,1.3749,0.8854,1.2939,0.6959,0.9756
2016-05-16,1.3699,0.8828,1.2886,0.6939,0.9772
2016-05-17,1.3602,0.8821,1.2884,0.6904,0.9761
2016-05-18,1.3727,0.8868,1.2924,0.6842,0.9822
2016-05-19,1.3864,0.8917,1.3114,0.6846,0.9894
2016-05-20,1.386,0.8923,1.3136,0.689,0.992
2016-05-23,1.3883,0.8935,1.3155,0.6923,0.9919
2016-05-24,1.392,0.8973,1.3117,0.6839,0.993
2016-05-25,1.3916,0.8965,1.3089,0.6805,0.9908
2016-05-26,1.3837,0.8941,1.298,0.6815,0.9898
2016-05-27,1.3879,0.8977,1.3001,0.6829,0.9916
2016-05-31,1.3808,0.8981,1.3097,0.6882,0.9934
2016-06-01,1.3808,0.8957,1.3089,0.6947,0.9892
2016-06-02,1.3841,0.8963,1.308,0.6935,0.9902
2016-06-03,1.3626,0.8826,1.2947,0.6887,0.9781
2016-06-06,1.3583,0.8807,1.2856,0.692,0.972
2016-06-07,1.3419,0.8811,1.2788,0.6866,0.9663
2016-06-08,1.3371,0.8772,1.2694,0.6875,0.9594
2016-06-09,1.3457,0.8827,1.2728,0.6912,0.9639
2016-06-10,1.3523,0.8864,1.2734,0.6973,0.9632
2016-06-13,1.3524,0.8864,1.2791,0.7031,0.9662
2016-06-14,1.3587,0.8924,1.2833,0.7077,0.964
2016-06-15,1.3506,0.8898,1.2912,0.705,0.9647
2016-06-16,1.3676,0.8962,1.3039,0.7105,0.9662
2016-06-17,1.3541,0.8884,1.2875,0.7,0.961
2016-06-20,1.3408,0.8835,1.2807,0.6808,0.9616
2016-06-21,1.3403,0.8879,1.2817,0.6818,0.9596
2016-06-22,1.3349,0.8861,1.282,0.6811,0.9584
2016-06-23,1.3161,0.8793,1.2749,0.6757,0.9566
2016-06-24,1.3421,0.8988,1.2948,0.7332,0.9702
2016-06-27,1.3592,0.9071,1.3076,0.7566,0.9787
2016-06-28,1.36,0.9046,1.3086,0.7522,0.9812
2016-06-29,1.3434,0.8995,1.299,0.7402,0.9794
2016-06-30,1.3455,0.9065,1.301,0.7552,0.9792
2016-07-01,1.336,0.8973,1.2897,0.753,0.973
2016-07-05,1.3412,0.9025,1.295,0.768,0.9768
2016-07-06,1.3314,0.9028,1.3003,0.7739,0.9778
2016-07-07,1.3355,0.9038,1.2984,0.7736,0.9781
2016-07-08,1.3229,0.906,1.3072,0.7729,0.9843
2016-07-11,1.3273,0.9054,1.3125,0.7701,0.983
2016-07-12,1.3104,0.903,1.3016,0.7555,0.9869
2016-07-13,1.3116,0.8999,1.2962,0.7587,0.9834
2016-07-14,1.3103,0.9002,1.2916,0.7501,0.9806
2016-07-15,1.318,0.9042,1.2978,0.7579,0.9834
2016-07-18,1.3163,0.9029,1.2984,0.7531,0.9822
2016-07-19,1.334,0.9079,1.3027,0.762,0.985
2016-07-20,1.3358,0.9085,1.3037,0.7588,0.9872
2016-07-21,1.3339,0.9078,1.3056,0.7567,0.9869
2016-07-22,1.3417,0.9117,1.3178,0.7639,0.9888
2016-07-25,1.3408,0.9107,1.3224,0.7616,0.9869
2016-07-26,1.3305,0.9104,1.3207,0.7614,0.9924
2016-07-27,1.3405,0.9101,1.3221,0.7637,0.9936
